等级,位置,类型,出处声明,引文,命中文献,命中章节,原文,匹配度,问题,建议,上下文
D,note[649],note,诗经・小雅・谷风之什・蓼莪,父兮生我，母兮鞠我。....欲报之德，昊天罔极！,,,,,未在任何参考文献中找到,,龄与寿数，子女不可以不知道、不可以不铭记；一方面为父母能够福寿安康、得以继续陪伴自己而感到喜悦，另一方面为父母年岁渐高、日渐衰老，担心尽孝不及而感到忧惧。 ⏎ 3、“〖父兮生我，母兮鞠我。....欲报之德，昊天罔极！〗”，出自《诗经・小雅・谷风之什・蓼莪》。全句为：“父兮生我，母兮鞠我。拊我畜我，长我育我，顾我复我，出入腹我。欲报之德，昊天罔极！”父兮生我：父亲啊，您赐予我生命。兮：语气助词，相当于 “啊”。生：生【作者解读】父兮生我：父亲啊，您赐予我生命。兮：语气助词，相当于 “啊”。生：生育、赋予生命。母兮鞠我：母亲啊，您哺育我成长。欲报之德：想要报答父母的恩德。之：代词，这、此。昊天罔极：恩德如苍天般无边无际，无法报答。昊天：广大的苍天。罔：无、没有。极：穷尽、边际。整句意思是：父亲啊生下我，母亲啊哺育我。抚我爱我，养我教我，照料我庇护我，出入都怀抱我。想要报答这深恩，可父母恩德如苍天般无边无际，难以报答！
D,body[659],body,山海经·北山经,有鸟焉，其状如乌，文首，白喙，赤足，名曰精卫。常衔西山之木以于东海,,,,,未在任何参考文献中找到,,像没来过这个世界一样，那我们每个人活着到底有什么意义？你是如何看待的？ ⏎ 幺弟：爸爸，多看点《山海经》，就晓得我们人活着到底有什么意义了。你看《山海经》精卫填海，“〖有鸟焉，其状如乌，文首，白喙，赤足，名曰精卫。常衔西山之木以于东海〗”，我们人类每个人就和精卫一样的。精卫明明都晓得大海不可能被填平，它还是要坚持做这个事，向不可能发起挑战，找到自己的坚持。大海就象征我们命运的“无常”和巨大困境，这个行动就是要表明我们存在过，我们努力【作者解读】出自《山海经·北山经》，作者用精卫填海比喻普通人坚持做不可能的事，传递不认命的精神。
D,body[672],body,庄子·知北游,道在屎溺,,,,,未在任何参考文献中找到,,嘛。假如你爬山的时候一直赶时间，沿途的风景你也没来得及欣赏，你不是白爬山了吗？我们人生也是一样的，假如你的心一直在未来，没活在当下，你的人生不是白过了呀！《庄子·知北游》中庄子与东郭子在问答是提到过“〖道在屎溺〗”，说道甚至可能在大小便中，真正的大道是你在你认为很没用的日常小事中。假如你日常的小事都不用心，大事肯定也做不好，因为大事都是无数个日常小事组成的。 ⏎ --	注释：【作者解读】出自《庄子·知北游》，作者用此说明日常小事中蕴含大道，应用心对待。
D,note[677],note,‌庄子·外篇·知北游‌,道在屎溺,,,,,未在任何参考文献中找到,,界的映照作用。整句意思是：没有外在的事物、他人与情态作为参照，就没有自我的存在与定义；没有自我这个认知主体，外在事物的意义与形态也无从呈现、无法被认知。 ⏎ 2)	“〖道在屎溺〗”，此典故出自《‌庄子·外篇·知北游‌》，原文如下：东郭子问于庄子曰：“所谓道，恶乎在？”庄子曰：“无所不在。”东郭子曰：“期而后可。”庄子曰：“在蝼蚁。”曰：“何其下耶？”曰：“在稊稗。”曰：“何其【作者解读】作者引用此典故说明道在万物之中，无分贵贱。
D,body[723],body,庄子·秋水,井蛙不可语海，夏虫不可语冰,,,,,未在任何参考文献中找到,,过几年这个树苗自然就长高了。爸爸，我们养娃娃也是这个道理，只要娃娃心理健康，每天在学校开开心心的，和同学关系很好是更重要的。有的小孩儿厌学了，父母就喜欢给他讲大道理，哪个娃儿听得进嘛！借用庄子说的，“〖井蛙不可语海，夏虫不可语冰〗”，井底之蛙没办法描述和感知大海，夏天的虫子没办法描述和感知冰雪，就可以比喻一个道理，娃儿很多事情没有经历过，你给他讲的再多他肯定也听不进去。相反的，娃儿厌学，娃儿不听话，父母更需要觉察的是“行有不得【作者解读】出自《庄子·秋水》。作者用此说明对厌学孩子讲大道理无效。
D,body[735],body,,圣人长善救人，故无弃人。上传旧物，故无弃物。,,,,,未在任何参考文献中找到,,他父母都爱看手机。假如这个孩子爱看经书，肯定他父母就爱看经书，润物细无声就是这个道理。经书里都说了，“五色令人目盲，五音令人耳聋”。如果小孩子多读经书，晓得手机看多了，眼睛要瞎，哪个还会去看嘛!所以“〖圣人长善救人，故无弃人。上传旧物，故无弃物。〗”现在很多父母抱怨孩子的一些习惯不好，也需要反求诸己嘛。 ⏎ 注释：【作者解读】引用以说明圣人善于救人和利用旧物，引申父母应反省自身。
D,note[741],note,道德经,圣人常善救人，故无弃人；常善救物，故无弃物,,,,,未在任何参考文献中找到,,入地下储存，形成闭藏状态。意思是，阴气主静，阳气主躁动；阳气生发，阴气随之生长；阳气肃杀收敛，阴气随之闭藏潜藏；阳气主化生气机功能，阴气主形成形体物质。‌ ⏎ 4、“〖圣人常善救人，故无弃人；常善救物，故无弃物〗”出自《道德经》第二十七章。“救”并非“拯救”的狭义含义，中华书局校释明确，此处指“扶持、引导、发掘潜能”，即圣人善于发现每个人的长处与潜能，引导其发挥自身价值，而非单纯的救助。“弃人”指“被遗弃、被【作者解读】作者解释“救”在《道德经》中的具体含义，并说明“弃人”“弃物”的意思。
D,note[777],note,易学哲学史,穷—变—通—久,,,,,未在任何参考文献中找到,,出自《周易·系辞下》。“易”指变易、变化。“穷”指事物发展到了极限或陷入困顿。“通”意为通达、顺畅。久”指持续发展。《周易》以六十四卦象征万物变化，“易”之本义即“变易”。《‌易学哲学史‌》指出：‌“〖穷—变—通—久〗”是一个循环往复的有机过程，体现了“动则生变，变则生新”的宇宙观‌。 ⏎ --	‌【作者解读】作者引用《易学哲学史》对“穷—变—通—久”的解释，认为其体现了“动则生变，变则生新”的宇宙观。
D,note[790],note,‌道德经·第五章‌,天地不仁，以万物为刍狗；圣人不仁，以百姓为刍狗。天地之间，其犹橐籥乎？虚而不屈，动而愈出。多言数穷，不如守中。,,,,,未在任何参考文献中找到,,-- ⏎ 4)	‌“天地不仁，以万物为刍狗”‌ 出自《‌道德经·第五章‌》，原文为：‌〖天地不仁，以万物为刍狗；圣人不仁，以百姓为刍狗。天地之间，其犹橐籥乎？虚而不屈，动而愈出。多言数穷，不如守中。〗‌“不仁”非无情，而是“无偏私”，指出‌天地运行不因情感、偏好而有所偏袒‌。“刍狗”是祭祀之物，是古代用草扎成的狗形祭品，祭祀前被恭敬供奉，祭祀后则被丢弃。喻指“无差别对待”。老子以此比喻天地对万物的【作者解读】作者解释“不仁”非无情，而是“无偏私”，指出天地运行不因情感、偏好而有所偏袒；“刍狗”是古代用草扎成的狗形祭品，喻指“无差别对待”；“圣人不仁”强调治国者应效法天地，公正无私。
D,body[805],body,,夫天地运而相通，万物总而为一,,,,,未在任何参考文献中找到,,人类爱上机器人了，你觉得他们会不会得到社会的认可呢？ ⏎ 幺弟：爸爸，社会肯定能认可。别人爱上机器人又怎么了，又没做什么伤天害理的事情，怎么会不被认可呢？淮南子说，“〖夫天地运而相通，万物总而为一〗”，这句话说的意思就是，在这个道的里面万物是一体的，机器人虽然是人造的，同样是道的体现。只要机器人能与人类精神相通，能帮我们人类身心和谐，人类爱上机器人，也很正常，也相当于科技进步为社会和谐做出的贡献【作者解读】作者解释此句意为万物在道中一体，机器人也是道的体现。
D,body[820],body,淮南子·原道训,夫精神志意者，静而日充者以壮，躁而日耗者以老,,,,,未在任何参考文献中找到,,"败了一样。他们不知道我们每天只要没烦恼，内心健康,满足了这些无用的东西,我们才能去做我们认为有用的东西,可谓是“无用之用，方为大用”。所以我们每个人一定要关心我们精神世界到底需要什么东西。淮南子说，“〖夫精神志意者，静而日充者以壮，躁而日耗者以老〗”。精神这个东西，安静就能充满，烦躁就会耗光。我们手机充电也是这样。很多人就是不知道给我们的精神充电，下班了有点空的时间，就知道刷手机打发时间。只要我们每个人每天心里都不挂着东西，自然就没有烦恼抑郁了【作者解读】出自西汉淮南王刘安及其门客所撰的《淮南子·原道训》。意思是，心神和意志这种东西，静心内守、每日增益，就会越来越来强壮充沛；而如果焦虑躁动，每日耗损消散，则会越来越衰弱散乱。"
D,body[862],body,诗经・卫风・木瓜,投我以木瓜，报之以琼琚,,,,,未在任何参考文献中找到,,每天给它点儿吃的，它就一辈子对你好，不管你是穷还是富，等你回到家了，它尾巴都摇圆了，立马跑到你身边来和你亲热。还有些狗狗，不惜自己的生命去救助主人。我们就可以从狗狗身上学到“滴水之恩，当涌泉相报”和“〖投我以木瓜，报之以琼琚〗”的道理。而且，你丢个骨头，狗狗都啃的高兴的很。狗狗还教我们要懂得知足，这样我们才会得到快乐。而且，每个动物都对应五行，比如猫属于木。那些容易脾气暴躁的人，每天回到家摸一下猫猫，就可以疏解心里的郁闷。【作者解读】出自《诗经・卫风・木瓜》。投，指赠予、投赠。琼琚（jū），指佩玉，美玉为琼。字面意思是：你赠我寻常果实（木瓜），我以珍贵美玉回报；非为还礼，只为永结同心。
